account_id,district_id,frequency,date
7184,5,月结,1995-06-19
2781,16,月结,1995-06-20
1031,74,月结,1995-06-20
3810,43,月结,1995-06-22
1151,40,月结,1995-06-23
1728,74,月结,1995-06-23
9235,37,月结,1995-06-24
3363,30,月结,1995-06-24
3436,5,月结,1995-06-24
2533,49,月结,1995-06-27
99,1,月结,1995-06-27
638,65,月结,1995-06-28
2292,41,月结,1995-06-29
1725,72,交易之后马上,1995-07-03
3410,39,月结,1995-07-03
1597,68,月结,1995-07-04
2041,48,月结,1995-07-05
5742,74,交易之后马上,1995-07-05
4415,73,月结,1995-07-05
4330,47,月结,1995-07-05
3458,63,月结,1995-07-07
3330,76,月结,1995-07-08
6649,1,月结,1995-07-08
3779,74,月结,1995-07-08
1103,66,月结,1995-07-09
731,5,月结,1995-07-11
2307,60,月结,1995-07-12
3474,23,月结,1995-07-12
625,70,月结,1995-07-12
1075,35,月结,1995-07-13
2281,1,月结,1995-07-13
3895,27,月结,1995-07-14
5263,64,月结,1995-07-14
5794,70,月结,1995-07-14
1220,1,月结,1995-07-15
1568,23,月结,1995-07-15
1344,12,交易之后马上,1995-07-16
8547,14,周结,1995-07-17
1135,1,月结,1995-07-17
4263,5,月结,1995-07-17
3532,73,月结,1995-07-18
1251,34,周结,1995-07-18
1936,70,月结,1995-07-18
2244,46,月结,1995-07-19
2310,15,月结,1995-07-19
1994,42,月结,1995-07-19
720,54,月结,1995-07-20
1472,2,月结,1995-07-20
2144,55,交易之后马上,1995-07-21
953,14,月结,1995-07-22
4081,11,月结,1995-07-22
10018,8,月结,1995-07-23
2553,41,月结,1995-07-24
2520,18,月结,1995-07-25
1252,13,周结,1995-07-26
3357,54,月结,1995-07-26
6985,38,月结,1995-07-27
2957,25,月结,1995-07-28
4948,43,月结,1995-07-29
1803,24,月结,1995-07-29
2577,7,月结,1995-07-30
1009,1,周结,1995-08-01
2265,65,月结,1995-08-03
675,58,月结,1995-08-03
5033,54,月结,1995-08-03
1971,41,月结,1995-08-04
2830,20,月结,1995-08-04
1927,42,月结,1995-08-04
5118,72,月结,1995-08-05
3203,23,月结,1995-08-07
3270,30,月结,1995-08-08
1520,48,月结,1995-08-08
4681,70,月结,1995-08-08
3902,1,月结,1995-08-08
8327,1,周结,1995-08-08
1203,72,月结,1995-08-09
2608,19,月结,1995-08-09
2206,45,月结,1995-08-10
3216,3,月结,1995-08-11
1122,13,月结,1995-08-12
786,53,月结,1995-08-12
3631,1,月结,1995-08-13
2514,16,月结,1995-08-13
75,1,月结,1995-08-13
3679,64,月结,1995-08-15
2562,35,月结,1995-08-15
2280,68,月结,1995-08-17
3896,45,月结,1995-08-17
11138,70,周结,1995-08-18
5213,1,月结,1995-08-18
531,31,月结,1995-08-18
6856,43,月结,1995-08-19
5024,70,月结,1995-08-20
560,36,月结,1995-08-20
11382,74,月结,1995-08-20
2855,27,月结,1995-08-21
2858,56,月结,1995-08-22
3763,55,月结,1995-08-23
995,64,月结,1995-08-23
3315,23,月结,1995-08-24
3582,19,月结,1995-08-26
420,75,月结,1995-08-26
937,43,月结,1995-08-26
4258,51,月结,1995-08-26
5066,13,周结,1995-08-27
2236,73,月结,1995-08-27
3995,12,月结,1995-08-27
894,46,月结,1995-08-27
418,36,月结,1995-08-27
3254,36,月结,1995-08-27
32,5,月结,1995-08-28
213,73,月结,1995-08-29
2833,64,月结,1995-08-30
3553,70,月结,1995-08-30
9052,43,交易之后马上,1995-08-30
3139,12,月结,1995-08-30
1562,1,月结,1995-08-30
1961,13,月结,1995-08-30
353,24,月结,1995-08-30
1640,13,月结,1995-09-01
6872,15,月结,1995-09-02
532,26,月结,1995-09-02
674,49,月结,1995-09-02
10365,22,月结,1995-09-02
430,54,月结,1995-09-02
429,63,月结,1995-09-03
3269,37,月结,1995-09-03
1810,50,月结,1995-09-03
665,8,月结,1995-09-03
3855,33,月结,1995-09-04
3866,60,月结,1995-09-05
3914,33,月结,1995-09-05
3807,53,月结,1995-09-05
3925,1,月结,1995-09-05
219,28,月结,1995-09-06
3552,62,月结,1995-09-06
7957,51,月结,1995-09-07
1149,18,月结,1995-09-07
1423,76,月结,1995-09-08
2853,54,月结,1995-09-08
803,19,月结,1995-09-09
2456,65,月结,1995-09-09
619,1,周结,1995-09-09
301,60,月结,1995-09-10
372,55,月结,1995-09-10
3492,33,月结,1995-09-10
6463,16,月结,1995-09-11
3628,70,月结,1995-09-12
2358,7,月结,1995-09-13
1613,1,月结,1995-09-13
2866,43,月结,1995-09-13
3010,46,月结,1995-09-13
3368,24,月结,1995-09-14
5125,1,月结,1995-09-14
994,72,月结,1995-09-15
1674,1,月结,1995-09-15
3234,1,月结,1995-09-16
1452,45,月结,1995-09-16
9377,1,月结,1995-09-17
3758,38,月结,1995-09-19
138,22,月结,1995-09-19
1376,64,月结,1995-09-20
3770,23,月结,1995-09-20
11271,5,月结,1995-09-20
2353,51,月结,1995-09-21
1335,54,月结,1995-09-21
2119,74,月结,1995-09-21
8,57,月结,1995-09-21
1704,70,月结,1995-09-22
1660,1,月结,1995-09-22
5429,71,月结,1995-09-22
3440,22,月结,1995-09-22
2148,1,月结,1995-09-22
676,39,月结,1995-09-22
2731,1,月结,1995-09-26
80,43,月结,1995-09-27
3417,48,月结,1995-09-28
169,4,月结,1995-09-28
4047,45,周结,1995-09-29
7487,4,月结,1995-10-01
992,22,月结,1995-10-01
331,65,月结,1995-10-02
2835,73,月结,1995-10-03
3677,1,月结,1995-10-04
2565,74,月结,1995-10-04
4190,62,月结,1995-10-04
3317,4,月结,1995-10-04
1690,16,月结,1995-10-07
1448,1,月结,1995-10-07
521,9,月结,1995-10-08
3132,56,月结,1995-10-08
3944,22,月结,1995-10-08
1427,17,月结,1995-10-08
1742,68,月结,1995-10-08
6400,31,交易之后马上,1995-10-09
3486,64,月结,1995-10-09
4473,45,月结,1995-10-09
2965,6,月结,1995-10-10
2301,22,月结,1995-10-10
2674,50,月结,1995-10-10
11,76,月结,1995-10-10
8533,47,月结,1995-10-10
1089,74,月结,1995-10-10
5063,43,月结,1995-10-11
1257,66,月结,1995-10-11
990,17,月结,1995-10-11
1581,39,月结,1995-10-12
2424,1,月结,1995-10-13
917,56,月结,1995-10-13
2255,52,月结,1995-10-14
11362,67,月结,1995-10-14
1796,18,月结,1995-10-14
2834,70,月结,1995-10-14
8114,59,月结,1995-10-14
260,24,月结,1995-10-14
1749,64,月结,1995-10-14
4650,4,月结,1995-10-15
336,62,月结,1995-10-16
308,61,月结,1995-10-16
319,47,周结,1995-10-17
762,76,月结,1995-10-18
1142,74,月结,1995-10-19
3200,17,交易之后马上,1995-10-20
3646,63,周结,1995-10-20
1206,70,月结,1995-10-21
501,13,月结,1995-10-21
2235,45,月结,1995-10-22
2487,42,月结,1995-10-22
10762,1,月结,1995-10-23
3131,21,月结,1995-10-23
10520,55,交易之后马上,1995-10-24
2515,64,月结,1995-10-24
2727,1,月结,1995-10-25
1756,38,月结,1995-10-26
2500,61,月结,1995-10-26
1426,40,月结,1995-10-27
602,43,月结,1995-10-27
3637,53,月结,1995-10-28
2481,1,月结,1995-10-28
3080,57,月结,1995-10-29
2621,55,月结,1995-10-29
1238,1,月结,1995-10-29
10710,19,月结,1995-10-30
2871,52,月结,1995-10-30
1403,17,月结,1995-11-02
1629,10,月结,1995-11-02
9353,59,月结,1995-11-03
820,74,月结,1995-11-04
3384,14,月结,1995-11-05
257,11,月结,1995-11-05
479,1,月结,1995-11-05
3764,69,月结,1995-11-05
155,58,月结,1995-11-07
3945,50,月结,1995-11-07
2157,77,月结,1995-11-08
2051,64,周结,1995-11-08
3061,76,月结,1995-11-08
3111,60,月结,1995-11-08
1691,48,月结,1995-11-08
1044,14,月结,1995-11-09
1945,56,月结,1995-11-09
9790,52,月结,1995-11-09
9928,60,月结,1995-11-09
2580,60,月结,1995-11-09
1599,57,月结,1995-11-10
11079,16,月结,1995-11-10
968,74,月结,1995-11-11
810,46,月结,1995-11-11
1760,53,月结,1995-11-11
2550,67,月结,1995-11-11
3572,65,月结,1995-11-12
1030,57,月结,1995-11-12
487,40,月结,1995-11-14
3767,1,月结,1995-11-15
348,25,月结,1995-11-15
1867,52,月结,1995-11-15
2516,6,月结,1995-11-16
3303,1,月结,1995-11-17
933,21,月结,1995-11-18
3229,64,月结,1995-11-18
1700,64,月结,1995-11-18
2836,42,月结,1995-11-18
338,49,月结,1995-11-18
3148,33,月结,1995-11-19
1357,56,月结,1995-11-20
3772,7,月结,1995-11-20
486,33,月结,1995-11-21
1395,1,月结,1995-11-21
1341,36,月结,1995-11-21
9017,70,月结,1995-11-22
10411,39,交易之后马上,1995-11-23
2783,43,月结,1995-11-23
2015,68,月结,1995-11-25
2341,33,月结,1995-11-25
565,39,月结,1995-11-25
337,17,月结,1995-11-25
3780,44,月结,1995-11-25
557,1,月结,1995-11-26
3490,48,月结,1995-11-26
3973,20,月结,1995-11-27
2043,46,月结,1995-11-27
2003,32,月结,1995-11-27
728,60,月结,1995-11-28
3970,24,月结,1995-11-28
8169,29,月结,1995-11-28
452,63,月结,1995-11-29
3783,40,月结,1995-11-29
3189,29,月结,1995-11-29
3689,8,月结,1995-11-29
2803,58,月结,1995-12-01
1901,15,月结,1995-12-01
3525,70,月结,1995-12-01
3320,1,月结,1995-12-01
2851,17,月结,1995-12-02
2309,18,月结,1995-12-03
2437,1,月结,1995-12-04
1825,3,月结,1995-12-05
253,46,月结,1995-12-05
474,61,月结,1995-12-06
633,57,月结,1995-12-06
2374,1,月结,1995-12-07
1104,39,月结,1995-12-07
2692,28,月结,1995-12-08
6927,74,周结,1995-12-08
924,11,月结,1995-12-09
3305,13,月结,1995-12-09
2237,26,月结,1995-12-13
1917,73,月结,1995-12-13
1685,28,月结,1995-12-13
791,49,月结,1995-12-14
3858,2,月结,1995-12-14
5001,53,月结,1995-12-15
1469,67,月结,1995-12-15
3476,3,月结,1995-12-16
8039,9,月结,1995-12-17
3205,1,月结,1995-12-17
5477,57,月结,1995-12-17
1212,70,月结,1995-12-18
2095,56,月结,1995-12-19
1137,60,月结,1995-12-19
2570,1,月结,1995-12-19
3092,46,月结,1995-12-20
5661,53,月结,1995-12-20
809,36,月结,1995-12-20
522,17,月结,1995-12-20
2630,64,月结,1995-12-21
957,70,月结,1995-12-22
1682,49,月结,1995-12-22
3587,64,月结,1995-12-24
4269,26,月结,1995-12-24
3338,25,月结,1995-12-24
3655,1,月结,1995-12-24
84,44,交易之后马上,1995-12-25
4439,30,月结,1995-12-25
4462,73,周结,1995-12-27
3814,74,月结,1995-12-27
2780,63,月结,1995-12-29
3273,74,月结,1995-12-29
3559,18,月结,1995-12-30
3968,36,月结,1996-01-01
2159,1,月结,1996-01-01
849,1,月结,1996-01-01
2288,69,月结,1996-01-01
3051,9,月结,1996-01-01
946,21,月结,1996-01-01
2075,33,月结,1996-01-01
8931,63,周结,1996-01-01
9225,11,月结,1996-01-01
3278,4,月结,1996-01-02
2811,4,月结,1996-01-02
1670,12,月结,1996-01-02
275,29,月结,1996-01-02
1455,66,月结,1996-01-03
1311,60,月结,1996-01-03
6678,54,月结,1996-01-03
145,31,月结,1996-01-03
312,41,月结,1996-01-03
2233,43,月结,1996-01-03
3530,34,月结,1996-01-03
7828,36,月结,1996-01-05
9024,1,月结,1996-01-05
1711,63,月结,1996-01-05
2223,44,月结,1996-01-05
646,51,月结,1996-01-06
2548,57,月结,1996-01-06
2567,17,月结,1996-01-07
2153,31,周结,1996-01-07
1243,1,月结,1996-01-07
3238,47,月结,1996-01-07
954,74,月结,1996-01-08
9633,70,月结,1996-01-08
2716,66,月结,1996-01-08
1580,69,月结,1996-01-08
1483,10,月结,1996-01-09
1263,30,周结,1996-01-09
3966,42,月结,1996-01-09
3937,76,月结,1996-01-10
1591,65,月结,1996-01-10
658,4,月结,1996-01-10
3638,52,交易之后马上,1996-01-10
2605,21,月结,1996-01-10
3661,50,月结,1996-01-11
2686,26,月结,1996-01-11
2944,22,月结,1996-01-11
4994,1,周结,1996-01-11
3949,54,月结,1996-01-11
332,36,月结,1996-01-12
69,64,月结,1996-01-12
3673,30,月结,1996-01-12
5267,4,月结,1996-01-12
3170,1,月结,1996-01-12
1632,18,周结,1996-01-13
2143,1,月结,1996-01-13
1227,69,月结,1996-01-13
204,67,月结,1996-01-13
1093,54,月结,1996-01-14
1486,63,月结,1996-01-15
4253,43,月结,1996-01-16
1196,29,月结,1996-01-16
3442,4,月结,1996-01-16
9051,5,周结,1996-01-17
3373,27,月结,1996-01-18
1036,11,月结,1996-01-18
3727,66,月结,1996-01-19
2844,43,月结,1996-01-19
10297,14,月结,1996-01-19
3755,64,月结,1996-01-20
1298,7,月结,1996-01-20
1139,34,交易之后马上,1996-01-20
660,68,月结,1996-01-20
335,74,月结,1996-01-20
412,74,月结,1996-01-21
2863,14,月结,1996-01-21
2274,66,月结,1996-01-21
2522,36,月结,1996-01-21
4981,54,月结,1996-01-22
771,22,月结,1996-01-22
3832,45,月结,1996-01-22
1508,69,月结,1996-01-22
3784,25,月结,1996-01-22
9645,38,月结,1996-01-23
3947,76,月结,1996-01-23
2416,5,月结,1996-01-23
2243,25,月结,1996-01-24
3993,54,月结,1996-01-24
2225,15,月结,1996-01-24
1759,39,月结,1996-01-25
2207,35,月结,1996-01-25
3803,61,月结,1996-01-26
2754,57,周结,1996-01-26
3009,1,月结,1996-01-26
314,15,交易之后马上,1996-01-26
554,26,月结,1996-01-26
2217,73,月结,1996-01-27
262,75,月结,1996-01-27
2214,45,月结,1996-01-27
976,77,月结,1996-01-27
1439,11,月结,1996-01-27
417,73,月结,1996-01-27
3084,59,周结,1996-01-28
4204,21,月结,1996-01-29
9504,9,月结,1996-01-29
414,1,月结,1996-01-29
4424,48,月结,1996-01-29
3389,13,月结,1996-01-30
2106,1,月结,1996-02-01
355,62,周结,1996-02-01
2702,74,月结,1996-02-01
11054,59,周结,1996-02-01
10558,40,月结,1996-02-01
1859,50,月结,1996-02-02
2109,34,月结,1996-02-02
6512,34,周结,1996-02-03
1963,42,月结,1996-02-03
1977,41,月结,1996-02-03
5181,75,月结,1996-02-03
1791,1,月结,1996-02-03
2635,27,月结,1996-02-04
1623,1,月结,1996-02-04
4293,64,交易之后马上,1996-02-04
4851,52,月结,1996-02-04
2774,42,月结,1996-02-05
2469,11,月结,1996-02-05
3931,28,月结,1996-02-05
2348,65,月结,1996-02-05
218,68,月结,1996-02-06
804,64,月结,1996-02-06
923,13,月结,1996-02-07
1744,76,月结,1996-02-07
2890,69,月结,1996-02-07
1233,31,月结,1996-02-08
2719,10,月结,1996-02-08
516,6,月结,1996-02-08
2551,5,月结,1996-02-08
2499,2,月结,1996-02-08
2893,39,月结,1996-02-08
1922,60,月结,1996-02-09
264,15,月结,1996-02-09
3890,50,月结,1996-02-10
6686,61,月结,1996-02-10
3519,52,月结,1996-02-10
3597,1,交易之后马上,1996-02-11
1611,69,月结,1996-02-11
2230,7,月结,1996-02-11
3933,61,月结,1996-02-11
2212,33,月结,1996-02-12
1964,25,月结,1996-02-12
4999,1,月结,1996-02-12
8680,17,月结,1996-02-12
1612,66,月结,1996-02-12
2390,1,月结,1996-02-12
2600,1,月结,1996-02-13
1737,77,月结,1996-02-13
2993,1,周结,1996-02-13
2753,26,月结,1996-02-13
2409,76,月结,1996-02-13
949,58,月结,1996-02-13
3468,32,月结,1996-02-14
3979,37,月结,1996-02-14
296,49,月结,1996-02-14
1836,42,月结,1996-02-15
1111,5,月结,1996-02-16
3680,27,月结,1996-02-16
1916,72,月结,1996-02-16
2473,14,月结,1996-02-16
390,44,月结,1996-02-16
3439,16,月结,1996-02-16
7594,16,月结,1996-02-16
3578,1,月结,1996-02-17
2226,2,月结,1996-02-17
466,71,月结,1996-02-18
3335,35,月结,1996-02-18
620,26,月结,1996-02-18
2074,12,月结,1996-02-18
1380,53,月结,1996-02-19
2304,49,月结,1996-02-19
3754,37,周结,1996-02-19
1102,70,月结,1996-02-19
55,20,月结,1996-02-19
2403,25,月结,1996-02-20
1732,51,月结,1996-02-20
3721,22,月结,1996-02-21
184,77,月结,1996-02-21
691,24,月结,1996-02-21
10233,27,月结,1996-02-21
3358,44,月结,1996-02-21
4,12,月结,1996-02-21
3151,6,月结,1996-02-21
2017,54,月结,1996-02-21
2804,53,月结,1996-02-22
1310,1,月结,1996-02-22
3016,26,月结,1996-02-23
827,36,月结,1996-02-23
959,1,月结,1996-02-23
1585,42,月结,1996-02-23
590,50,月结,1996-02-24
3924,70,月结,1996-02-24
2772,11,月结,1996-02-24
1962,77,月结,1996-02-24
10478,70,周结,1996-02-24
5692,66,月结,1996-02-25
1265,49,月结,1996-02-25
167,29,周结,1996-02-26
2187,9,周结,1996-02-26
3079,18,月结,1996-02-26
3286,8,月结,1996-02-26
230,1,月结,1996-02-26
3193,74,月结,1996-02-27
5593,15,月结,1996-02-27
4088,45,月结,1996-03-01
3409,23,月结,1996-03-01
1216,77,月结,1996-03-01
2491,76,月结,1996-03-01
2498,40,月结,1996-03-01
3366,68,月结,1996-03-02
936,7,月结,1996-03-02
856,2,月结,1996-03-03
718,1,月结,1996-03-03
3698,1,月结,1996-03-03
3462,51,月结,1996-03-04
3881,21,月结,1996-03-04
3709,74,月结,1996-03-05
1349,75,月结,1996-03-05
1886,32,月结,1996-03-05
1897,61,交易之后马上,1996-03-05
1564,48,月结,1996-03-05
2062,70,月结,1996-03-06
141,38,月结,1996-03-06
1763,73,月结,1996-03-06
2611,1,月结,1996-03-06
825,19,月结,1996-03-06
3943,71,月结,1996-03-06
9422,70,月结,1996-03-06
1606,23,月结,1996-03-07
3263,44,月结,1996-03-07
2289,1,月结,1996-03-07
3121,46,月结,1996-03-08
3088,18,月结,1996-03-08
3952,26,月结,1996-03-08
3974,55,月结,1996-03-08
3502,74,月结,1996-03-08
3351,70,月结,1996-03-08
2105,70,月结,1996-03-09
3144,67,月结,1996-03-09
846,72,月结,1996-03-09
357,20,月结,1996-03-10
103,44,月结,1996-03-10
3118,48,月结,1996-03-10
4361,69,月结,1996-03-11
1722,32,月结,1996-03-11
4273,15,月结,1996-03-11
1510,33,月结,1996-03-11
895,24,月结,1996-03-12
840,70,月结,1996-03-12
2263,36,月结,1996-03-12
356,70,月结,1996-03-12
4863,5,月结,1996-03-12
3455,34,月结,1996-03-13
4092,74,月结,1996-03-13
10807,34,月结,1996-03-13
2598,1,月结,1996-03-14
2633,25,月结,1996-03-14
1800,51,月结,1996-03-14
1698,68,月结,1996-03-14
3994,15,月结,1996-03-14
1365,42,月结,1996-03-15
666,27,月结,1996-03-15
9242,57,月结,1996-03-15
4346,25,月结,1996-03-15
3296,67,月结,1996-03-15
2864,54,月结,1996-03-16
1980,49,月结,1996-03-16
1445,60,月结,1996-03-16
821,60,月结,1996-03-16
5591,9,月结,1996-03-16
236,72,月结,1996-03-16
210,48,月结,1996-03-17
3795,36,月结,1996-03-18
865,17,月结,1996-03-18
739,66,月结,1996-03-18
3672,26,月结,1996-03-19
2334,50,月结,1996-03-19
1028,23,月结,1996-03-19
468,49,月结,1996-03-19
853,1,月结,1996-03-20
525,70,月结,1996-03-20
3322,65,周结,1996-03-20
2033,71,月结,1996-03-20
3130,13,月结,1996-03-20
2904,13,月结,1996-03-20
1014,74,月结,1996-03-20
116,8,月结,1996-03-21
10436,60,月结,1996-03-21
4214,1,月结,1996-03-21
824,32,月结,1996-03-21
3743,1,月结,1996-03-22
2192,59,月结,1996-03-22
2406,5,月结,1996-03-22
2889,8,月结,1996-03-23
1369,32,月结,1996-03-23
2767,54,月结,1996-03-23
4008,27,月结,1996-03-23
874,56,周结,1996-03-23
3815,1,月结,1996-03-24
3605,3,月结,1996-03-24
3138,37,月结,1996-03-24
2578,54,月结,1996-03-25
2708,1,月结,1996-03-25
631,68,月结,1996-03-25
1170,25,月结,1996-03-26
2650,72,月结,1996-03-26
7890,23,月结,1996-03-26
3219,1,月结,1996-03-26
3115,14,月结,1996-03-27
208,54,月结,1996-03-27
286,71,月结,1996-03-27
898,71,月结,1996-03-27
2936,3,月结,1996-03-27
3422,21,月结,1996-03-28
10049,17,月结,1996-03-28
1250,62,月结,1996-03-28
1384,74,周结,1996-03-28
2624,31,月结,1996-03-28
3349,47,月结,1996-03-28
1351,40,月结,1996-03-29
2631,1,月结,1996-03-29
7520,9,月结,1996-03-29
10065,76,月结,1996-03-30
708,26,月结,1996-03-30
3917,1,月结,1996-03-30
514,70,月结,1996-03-30
2659,14,月结,1996-03-30
3265,52,交易之后马上,1996-03-30
1832,70,月结,1996-04-01
7565,59,月结,1996-04-02
3308,40,月结,1996-04-02
1932,35,月结,1996-04-03
1521,74,月结,1996-04-04
2909,58,月结,1996-04-04
3706,8,月结,1996-04-04
1847,47,月结,1996-04-04
2335,70,月结,1996-04-04
3041,70,月结,1996-04-04
3116,54,月结,1996-04-05
251,74,月结,1996-04-06
3632,56,周结,1996-04-06
2929,51,月结,1996-04-06
10345,36,月结,1996-04-07
1450,63,月结,1996-04-07
1461,73,月结,1996-04-07
1920,40,月结,1996-04-08
734,5,月结,1996-04-08
8085,73,月结,1996-04-08
1948,64,月结,1996-04-08
3534,59,月结,1996-04-08
278,73,月结,1996-04-08
2012,4,月结,1996-04-08
1020,56,月结,1996-04-09
2986,63,月结,1996-04-09
615,72,月结,1996-04-09
7894,27,月结,1996-04-09
3294,75,月结,1996-04-09
2450,48,月结,1996-04-10
1503,71,月结,1996-04-10
3247,61,月结,1996-04-11
3568,40,月结,1996-04-11
152,1,月结,1996-04-12
5072,6,月结,1996-04-12
1456,9,月结,1996-04-12
1622,19,月结,1996-04-12
10215,38,月结,1996-04-12
2247,24,月结,1996-04-13
2205,51,月结,1996-04-13
1543,1,月结,1996-04-14
1655,41,月结,1996-04-15
3976,74,月结,1996-04-15
1383,11,月结,1996-04-15
439,69,月结,1996-04-15
1550,1,月结,1996-04-15
101,35,月结,1996-04-16
1473,39,月结,1996-04-16
1121,32,月结,1996-04-17
2254,1,月结,1996-04-17
3806,36,月结,1996-04-18
283,44,月结,1996-04-18
2432,8,月结,1996-04-18
3802,44,月结,1996-04-18
3821,18,月结,1996-04-18
3907,37,月结,1996-04-18
3854,8,月结,1996-04-18
3606,1,月结,1996-04-18
1939,6,周结,1996-04-19
5726,17,交易之后马上,1996-04-19
3998,2,月结,1996-04-20
3021,10,月结,1996-04-20
1607,71,月结,1996-04-20
1733,18,月结,1996-04-20
2474,33,月结,1996-04-20
3816,25,月结,1996-04-21
766,3,月结,1996-04-21
695,5,月结,1996-04-21
2287,1,月结,1996-04-21
1358,39,月结,1996-04-21
3019,33,月结,1996-04-21
1641,50,月结,1996-04-22
1624,53,月结,1996-04-22
798,1,月结,1996-04-22
7240,17,月结,1996-04-23
4458,60,月结,1996-04-23
3596,59,月结,1996-04-23
1709,24,月结,1996-04-23
3859,53,月结,1996-04-23
481,72,月结,1996-04-23
1070,62,月结,1996-04-23
3280,1,月结,1996-04-24
689,1,月结,1996-04-24
4488,33,月结,1996-04-24
2246,1,月结,1996-04-25
3301,14,月结,1996-04-25
7997,10,月结,1996-04-25
1542,1,月结,1996-04-25
5395,47,月结,1996-04-26
780,3,月结,1996-04-26
5505,1,月结,1996-04-26
3178,4,月结,1996-04-27
500,56,月结,1996-04-27
3451,52,月结,1996-04-27
1304,40,月结,1996-04-27
3664,1,月结,1996-04-28
3038,10,月结,1996-04-28
951,3,月结,1996-04-28
1529,1,月结,1996-04-28
3027,62,月结,1996-04-29
4342,74,月结,1996-04-29
1582,28,月结,1996-05-01
2730,23,月结,1996-05-02
8896,28,交易之后马上,1996-05-02
1716,46,月结,1996-05-02
986,74,月结,1996-05-02
1192,29,月结,1996-05-02
2116,70,月结,1996-05-02
4127,50,月结,1996-05-03
3791,1,周结,1996-05-03
3531,59,月结,1996-05-03
2994,77,月结,1996-05-03
1328,8,月结,1996-05-04
97,74,月结,1996-05-05
3648,61,月结,1996-05-06
2591,1,月结,1996-05-06
1614,63,月结,1996-05-07
706,49,月结,1996-05-07
2232,1,月结,1996-05-07
2946,54,月结,1996-05-07
2346,27,月结,1996-05-08
3736,54,月结,1996-05-08
3887,62,月结,1996-05-08
1672,5,月结,1996-05-08
1752,68,月结,1996-05-08
1996,6,周结,1996-05-08
1244,68,月结,1996-05-08
1213,36,月结,1996-05-08
3928,24,月结,1996-05-08
1045,3,月结,1996-05-09
302,7,月结,1996-05-09
444,26,月结,1996-05-09
2035,53,月结,1996-05-10
3942,27,周结,1996-05-10
9494,21,月结,1996-05-10
913,59,月结,1996-05-10
3248,77,月结,1996-05-11
51,67,月结,1996-05-11
132,40,交易之后马上,1996-05-11
3512,46,月结,1996-05-11
6792,1,月结,1996-05-11
491,44,月结,1996-05-12
9513,59,月结,1996-05-12
684,49,月结,1996-05-12
3285,43,月结,1996-05-12
3434,32,月结,1996-05-13
2619,20,月结,1996-05-13
6158,67,月结,1996-05-13
1013,59,月结,1996-05-13
3523,65,月结,1996-05-14
136,74,月结,1996-05-14
632,29,月结,1996-05-14
3769,3,月结,1996-05-14
2757,54,月结,1996-05-14
360,32,月结,1996-05-14
9199,72,月结,1996-05-15
2752,74,月结,1996-05-15
10694,73,周结,1996-05-15
76,52,月结,1996-05-16
1924,66,月结,1996-05-16
8772,1,月结,1996-05-16
2505,60,月结,1996-05-16
7542,54,月结,1996-05-16
1074,59,月结,1996-05-16
3495,54,月结,1996-05-17
1904,70,月结,1996-05-18
1040,19,月结,1996-05-18
776,66,月结,1996-05-18
3162,63,周结,1996-05-18
379,32,月结,1996-05-18
3731,70,月结,1996-05-20
1323,43,月结,1996-05-20
580,75,月结,1996-05-20
2805,39,月结,1996-05-20
1399,45,月结,1996-05-20
1210,28,月结,1996-05-21
8972,70,月结,1996-05-21
891,34,月结,1996-05-23
2888,19,月结,1996-05-23
832,42,月结,1996-05-24
1905,34,月结,1996-05-25
7713,50,周结,1996-05-25
4099,54,月结,1996-05-26
3055,15,月结,1996-05-26
1715,60,月结,1996-05-26
1646,1,周结,1996-05-27
612,1,月结,1996-05-27
450,59,月结,1996-05-28
10445,72,月结,1996-05-29
268,3,月结,1996-05-29
3240,35,周结,1996-05-29
877,1,月结,1996-05-29
621,52,月结,1996-06-01
1124,26,月结,1996-06-02
687,27,月结,1996-06-02
3590,57,月结,1996-06-02
3459,76,月结,1996-06-02
2389,40,月结,1996-06-02
2837,46,月结,1996-06-02
2190,41,周结,1996-06-04
3746,70,月结,1996-06-04
2982,19,月结,1996-06-04
9263,68,月结,1996-06-04
1405,53,月结,1996-06-04
1954,72,月结,1996-06-05
1973,71,月结,1996-06-05
3448,58,周结,1996-06-06
1913,48,月结,1996-06-06
958,72,月结,1996-06-06
3199,66,月结,1996-06-06
375,68,月结,1996-06-07
1270,55,交易之后马上,1996-06-07
9548,62,月结,1996-06-07
3522,16,月结,1996-06-07
669,35,月结,1996-06-07
732,38,月结,1996-06-07
4585,27,月结,1996-06-08
171,46,月结,1996-06-08
3676,58,月结,1996-06-08
1082,2,月结,1996-06-08
6699,35,月结,1996-06-08
1219,1,月结,1996-06-08
4803,26,月结,1996-06-08
1528,50,月结,1996-06-08
9510,1,月结,1996-06-09
7926,69,周结,1996-06-09
3591,1,交易之后马上,1996-06-09
1058,47,月结,1996-06-11
1431,41,月结,1996-06-11
181,21,月结,1996-06-11
603,62,月结,1996-06-11
409,1,月结,1996-06-11
3584,55,月结,1996-06-12
93,2,月结,1996-06-12
2104,48,月结,1996-06-12
2710,12,月结,1996-06-12
3957,33,周结,1996-06-13
1869,1,月结,1996-06-14
2397,70,月结,1996-06-14
2603,9,月结,1996-06-14
3723,2,月结,1996-06-14
3668,1,月结,1996-06-15
2400,40,月结,1996-06-15
3015,19,月结,1996-06-15
558,10,月结,1996-06-15
3114,1,月结,1996-06-15
