EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1.6,30,男,已婚,5,私人,1,有,无防盗装置,国产,1106.4
1.8,30,男,已婚,5,私人,1,有,无防盗装置,国产,0
2.3,30,男,已婚,5,私人,1,无,无防盗装置,进口,720
1.3,29,女,已婚,5,私人,1,有,无防盗装置,国产,0
1.3,29,男,已婚,5,私人,1,有,无防盗装置,国产,160
1.4,29,女,已婚,5,私人,1,有,无防盗装置,国产,0
1.8,29,女,已婚,5,私人,1,有,无防盗装置,国产,320
1.8,29,男,已婚,5,私人,1,无,有防盗装置,国产,2304
1.1,28,男,已婚,5,私人,1,无,无防盗装置,国产,0
1.8,28,男,已婚,5,私人,1,有,无防盗装置,国产,0
2.3,28,男,已婚,5,私人,1,有,无防盗装置,进口,0
2,27,男,已婚,5,私人,1,无,有防盗装置,国产,0
2,26,男,未婚,5,公司,1,有,有防盗装置,国产,2984
1,25,男,已婚,5,公司,1,有,有防盗装置,国产,0
1.8,35,男,已婚,4,私人,10,有,无防盗装置,国产,0
2,55,男,已婚,4,私人,9,有,无防盗装置,国产,0
1.8,53,男,已婚,4,公司,9,无,无防盗装置,国产,0
1.8,51,男,已婚,4,公司,9,无,无防盗装置,进口,304
1.6,37,男,已婚,4,政府,9,无,无防盗装置,国产,0
1.4,30,男,未婚,4,私人,9,有,无防盗装置,国产,0
1.8,47,男,已婚,4,私人,8,有,无防盗装置,国产,0
2.2,44,男,已婚,4,私人,8,有,无防盗装置,进口,0
1.8,42,男,已婚,4,私人,8,有,无防盗装置,国产,0
1.8,39,女,已婚,4,私人,8,有,无防盗装置,进口,2349.7
1.6,38,男,已婚,4,私人,8,有,无防盗装置,国产,338.9
1.8,36,男,已婚,4,私人,8,有,无防盗装置,进口,0
1.8,36,男,已婚,4,公司,8,有,无防盗装置,国产,0
1.8,34,男,已婚,4,公司,8,有,无防盗装置,国产,0
1.6,33,男,已婚,4,公司,8,有,无防盗装置,国产,0
2,32,男,已婚,4,私人,8,有,无防盗装置,国产,1720.4
1.8,31,男,已婚,4,政府,8,无,无防盗装置,进口,0
2.2,29,男,未婚,4,公司,8,有,无防盗装置,进口,0
1.6,25,男,已婚,4,私人,8,有,无防盗装置,国产,0
1.8,52,女,已婚,4,私人,7,有,无防盗装置,国产,0
1.8,48,男,已婚,4,公司,7,有,无防盗装置,国产,2530.4
1.5,40,男,已婚,4,私人,7,有,无防盗装置,国产,984
1.6,40,男,已婚,4,私人,7,有,无防盗装置,国产,662.4
1,35,男,已婚,4,公司,7,有,无防盗装置,进口,0
1.8,35,男,已婚,4,私人,7,有,无防盗装置,国产,0
1.8,33,男,已婚,4,私人,7,有,无防盗装置,国产,313.1
3,33,男,已婚,4,公司,7,有,无防盗装置,进口,0
2,32,男,已婚,4,私人,7,无,有防盗装置,进口,0
2.2,30,男,已婚,4,私人,7,有,有防盗装置,进口,0
1.6,29,男,已婚,4,私人,7,无,无防盗装置,国产,0
2,50,男,已婚,4,私人,6,无,无防盗装置,国产,0
1.6,47,男,已婚,4,公司,6,有,无防盗装置,国产,0
1.6,47,男,已婚,4,私人,6,无,无防盗装置,国产,1779.4
1.6,45,男,已婚,4,私人,6,有,有防盗装置,国产,765.4
1.8,44,男,已婚,4,私人,6,有,无防盗装置,国产,0
1.8,43,男,已婚,4,私人,6,有,无防盗装置,国产,0
1.6,42,男,已婚,4,私人,6,无,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,6,有,无防盗装置,进口,0
1.8,41,男,已婚,4,政府,6,有,无防盗装置,国产,0
1.8,41,男,已婚,4,政府,6,无,有防盗装置,进口,0
2.4,39,男,已婚,4,私人,6,有,有防盗装置,进口,0
1.8,38,女,已婚,4,公司,6,有,无防盗装置,国产,0
3,37,女,已婚,4,私人,6,有,无防盗装置,进口,1139
1.8,36,女,已婚,4,私人,6,无,无防盗装置,国产,0
1.8,35,男,已婚,4,私人,6,有,无防盗装置,国产,0
2,32,男,已婚,4,公司,6,有,无防盗装置,进口,1702.4
1.6,31,男,已婚,4,私人,6,有,无防盗装置,国产,0
1.8,31,男,已婚,4,政府,6,有,无防盗装置,国产,1500.8
1.6,30,男,已婚,4,私人,6,有,无防盗装置,国产,0
1.8,29,男,已婚,4,公司,6,有,无防盗装置,国产,2834.3
1.6,28,男,已婚,4,公司,6,无,无防盗装置,国产,1280
1.8,27,男,已婚,4,公司,6,有,无防盗装置,国产,0
1.8,27,男,已婚,4,公司,6,有,无防盗装置,国产,0
1.8,27,男,已婚,4,公司,6,无,无防盗装置,国产,1992
1.6,24,男,未婚,4,私人,6,有,无防盗装置,国产,0
1.8,47,男,已婚,4,私人,5,有,无防盗装置,国产,0
1.6,45,男,已婚,4,私人,5,有,无防盗装置,国产,572.2
1.8,44,男,已婚,4,私人,5,有,无防盗装置,国产,0
1.8,44,男,已婚,4,私人,5,有,无防盗装置,国产,0
2,44,男,已婚,4,公司,5,无,无防盗装置,进口,0
1.8,40,男,已婚,4,政府,5,有,无防盗装置,国产,0
1.2,39,男,已婚,4,公司,5,有,无防盗装置,国产,0
1.8,39,男,已婚,4,公司,5,有,无防盗装置,进口,0
1.6,38,男,已婚,4,私人,5,无,无防盗装置,国产,0
2.6,38,女,已婚,4,私人,5,有,无防盗装置,进口,4640.9
1.8,37,男,已婚,4,私人,5,有,无防盗装置,国产,403.9
1.6,36,男,已婚,4,公司,5,有,无防盗装置,国产,0
1.8,36,男,已婚,4,公司,5,有,有防盗装置,国产,0
2,36,男,已婚,4,政府,5,有,有防盗装置,进口,0
1.8,34,男,已婚,4,公司,5,有,无防盗装置,国产,1093.3
1.8,33,男,已婚,4,政府,5,有,无防盗装置,国产,0
1,31,男,已婚,4,公司,5,无,无防盗装置,进口,0
1.8,31,男,已婚,4,公司,5,有,无防盗装置,国产,639.2
1.8,30,男,已婚,4,政府,5,无,无防盗装置,进口,0
1.8,23,男,未婚,4,政府,5,无,有防盗装置,国产,13300
2,57,男,已婚,4,私人,4,无,无防盗装置,国产,0
1.6,50,男,已婚,4,私人,4,有,无防盗装置,国产,0
1.8,50,男,已婚,4,私人,4,无,无防盗装置,国产,766.4
1.8,49,男,已婚,4,公司,4,无,无防盗装置,国产,0
1.6,47,男,已婚,4,私人,4,有,无防盗装置,国产,0
1.6,47,男,已婚,4,私人,4,有,无防盗装置,国产,4000
1.2,46,男,已婚,4,私人,4,有,无防盗装置,国产,0
2,45,男,已婚,4,私人,4,有,无防盗装置,进口,0
1.6,44,女,已婚,4,私人,4,有,有防盗装置,国产,0
1.6,43,男,已婚,4,私人,4,有,有防盗装置,国产,0
1.6,43,男,已婚,4,私人,4,有,无防盗装置,国产,0
1.8,43,男,已婚,4,私人,4,有,无防盗装置,国产,275.2
1.8,42,男,已婚,4,私人,4,无,无防盗装置,国产,0
1.6,41,女,已婚,4,公司,4,有,有防盗装置,国产,0
1.6,41,男,已婚,4,私人,4,有,无防盗装置,进口,0
1.6,41,男,已婚,4,私人,4,有,无防盗装置,国产,684
1.8,41,男,已婚,4,私人,4,有,无防盗装置,国产,0
2,41,男,已婚,4,政府,4,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,4,有,有防盗装置,国产,0
1.8,40,女,已婚,4,私人,4,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,4,有,无防盗装置,国产,675
2.2,40,男,已婚,4,私人,4,有,有防盗装置,进口,1763.6
1.6,39,男,已婚,4,私人,4,有,无防盗装置,国产,0
1.6,39,男,已婚,4,私人,4,有,无防盗装置,国产,0
1.6,39,女,已婚,4,私人,4,有,无防盗装置,国产,0
1.6,39,男,已婚,4,私人,4,无,无防盗装置,国产,512
1.8,39,女,已婚,4,私人,4,有,无防盗装置,国产,0
1.8,39,女,已婚,4,私人,4,无,无防盗装置,国产,0
1.8,38,女,已婚,4,私人,4,有,无防盗装置,国产,444
1.8,37,女,已婚,4,私人,4,无,无防盗装置,国产,0
1.8,35,女,已婚,4,私人,4,有,有防盗装置,国产,0
1.6,34,男,已婚,4,公司,4,有,无防盗装置,国产,2363.6
1.8,34,男,已婚,4,公司,4,有,无防盗装置,国产,0
2,34,男,已婚,4,私人,4,无,有防盗装置,进口,0
1.8,33,男,已婚,4,私人,4,无,无防盗装置,国产,0
1.6,32,男,已婚,4,私人,4,有,有防盗装置,国产,0
1.8,32,男,已婚,4,公司,4,有,有防盗装置,国产,0
1.8,31,男,已婚,4,私人,4,有,无防盗装置,国产,909.1
1.8,28,男,未婚,4,公司,4,无,无防盗装置,国产,0
1.8,25,男,已婚,4,私人,4,有,无防盗装置,国产,225
1.8,24,男,已婚,4,公司,4,有,无防盗装置,国产,256
1.8,23,男,已婚,4,政府,4,有,有防盗装置,国产,0
1.6,58,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,55,男,已婚,4,私人,3,有,无防盗装置,国产,2308.5
1.6,54,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,54,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,53,男,已婚,4,私人,3,有,无防盗装置,国产,1845.6
3,53,男,已婚,4,私人,3,有,有防盗装置,进口,0
1.8,51,男,已婚,4,公司,3,有,有防盗装置,国产,740
1.6,50,男,已婚,4,政府,3,无,无防盗装置,国产,0
1.8,49,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,49,男,已婚,4,私人,3,有,无防盗装置,国产,408
1.6,48,男,已婚,4,私人,3,有,无防盗装置,国产,0
2.4,48,男,已婚,4,私人,3,有,有防盗装置,进口,0
1.6,46,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,46,男,已婚,4,政府,3,有,无防盗装置,国产,0
1.8,46,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,45,男,已婚,4,私人,3,有,有防盗装置,国产,0
1.8,44,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,44,男,已婚,4,私人,3,有,有防盗装置,国产,1201.5
2,44,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,43,男,已婚,4,私人,3,有,无防盗装置,国产,368
1.6,42,男,已婚,4,私人,3,有,无防盗装置,国产,1692.8
1.8,42,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,41,女,已婚,4,私人,3,有,无防盗装置,国产,616.4
1.8,41,男,已婚,4,公司,3,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,3,有,无防盗装置,进口,0
1.8,41,女,已婚,4,私人,3,有,无防盗装置,进口,0
1.8,41,男,已婚,4,私人,3,有,无防盗装置,国产,662
1.8,41,男,已婚,4,私人,3,有,无防盗装置,国产,3300.4
1.6,40,男,已婚,4,公司,3,无,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,40,男,已婚,4,公司,3,有,无防盗装置,国产,0
2,40,男,已婚,4,公司,3,无,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,3,无,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,3,有,有防盗装置,国产,0
1.8,39,男,已婚,4,公司,3,无,无防盗装置,进口,0
1.8,39,男,已婚,4,私人,3,有,有防盗装置,国产,656
1.8,39,女,已婚,4,私人,3,有,无防盗装置,国产,1450.4
2,39,女,已婚,4,公司,3,有,无防盗装置,进口,0
2,39,男,已婚,4,私人,3,有,有防盗装置,国产,0
1.6,38,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,38,男,已婚,4,私人,3,有,无防盗装置,国产,1246.6
1.8,38,女,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,37,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,37,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,35,男,已婚,4,私人,3,有,有防盗装置,国产,0
1.6,35,男,已婚,4,公司,3,有,无防盗装置,国产,0
1.6,34,男,已婚,4,私人,3,有,无防盗装置,国产,240
1.6,34,男,已婚,4,私人,3,有,有防盗装置,国产,787.5
1.6,34,男,已婚,4,私人,3,有,无防盗装置,国产,1185.6
1.8,34,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,34,男,已婚,4,私人,3,有,无防盗装置,国产,0
2.2,34,男,已婚,4,私人,3,无,有防盗装置,进口,942.9
1.4,32,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.8,31,男,已婚,4,政府,3,有,无防盗装置,国产,0
2,31,男,已婚,4,私人,3,有,无防盗装置,国产,0
1.6,30,女,已婚,4,私人,3,有,有防盗装置,国产,0
1.8,30,男,未婚,4,私人,3,有,有防盗装置,国产,0
1.8,30,男,已婚,4,公司,3,有,无防盗装置,国产,0
1.8,28,男,已婚,4,私人,3,有,无防盗装置,国产,0
3,25,男,已婚,4,政府,3,有,无防盗装置,进口,0
1.6,55,男,已婚,4,私人,2,无,有防盗装置,国产,852
1.8,54,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,53,男,已婚,4,私人,2,有,无防盗装置,进口,0
1,50,男,已婚,4,公司,2,无,无防盗装置,国产,0
1.8,50,男,已婚,4,公司,2,有,有防盗装置,国产,480
1.8,49,男,已婚,4,私人,2,有,无防盗装置,国产,441.6
3,49,男,已婚,4,私人,2,无,有防盗装置,进口,0
1.6,48,男,已婚,4,私人,2,有,有防盗装置,国产,0
1.6,47,女,已婚,4,私人,2,有,有防盗装置,国产,0
1.8,47,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,47,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,46,男,已婚,4,私人,2,有,无防盗装置,国产,0
2,45,男,已婚,4,公司,2,有,无防盗装置,进口,12720
2.5,45,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,44,女,已婚,4,私人,2,有,无防盗装置,国产,0
1.6,43,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,43,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,42,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,2,有,无防盗装置,国产,3519.5
1.6,41,男,已婚,4,私人,2,无,有防盗装置,国产,7320
1.8,41,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,41,男,已婚,4,私人,2,有,无防盗装置,国产,640
1.8,41,女,已婚,4,私人,2,有,有防盗装置,进口,1230.1
2,41,男,已婚,4,公司,2,无,有防盗装置,国产,0
2.2,41,男,已婚,4,私人,2,有,无防盗装置,国产,0
2.3,41,男,已婚,4,私人,2,有,无防盗装置,进口,400
3,41,女,已婚,4,私人,2,无,无防盗装置,进口,464.5
1.6,40,男,已婚,4,政府,2,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,2,无,无防盗装置,进口,0
1.8,40,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,2,有,无防盗装置,进口,0
2,40,女,已婚,4,私人,2,有,有防盗装置,进口,0
2,40,男,已婚,4,私人,2,有,有防盗装置,进口,0
2.4,40,女,已婚,4,私人,2,有,无防盗装置,进口,0
3,40,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,39,男,已婚,4,私人,2,有,无防盗装置,进口,0
2.4,39,男,已婚,4,私人,2,有,无防盗装置,进口,0
2.3,38,男,已婚,4,私人,2,无,无防盗装置,国产,0
1.6,37,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.6,37,女,已婚,4,私人,2,无,无防盗装置,国产,607.2
2,37,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.4,36,男,已婚,4,私人,2,有,无防盗装置,国产,160
1.6,36,女,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,36,男,已婚,4,私人,2,有,无防盗装置,国产,0
2.5,36,男,已婚,4,私人,2,有,有防盗装置,进口,552
1.6,35,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,35,男,已婚,4,公司,2,无,无防盗装置,进口,0
1.8,35,男,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,35,女,已婚,4,公司,2,有,无防盗装置,进口,1353.6
1.8,35,女,已婚,4,私人,2,有,无防盗装置,国产,1632.1
2,35,女,已婚,4,私人,2,有,无防盗装置,进口,0
1.8,34,男,已婚,4,私人,2,有,无防盗装置,国产,0
2,34,男,已婚,4,私人,2,有,无防盗装置,国产,0
2,34,男,已婚,4,私人,2,有,无防盗装置,进口,0
2.3,34,男,已婚,4,公司,2,有,无防盗装置,进口,0
1.8,33,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,33,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,33,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,33,女,已婚,4,私人,2,有,有防盗装置,进口,1904
1.8,32,男,已婚,4,私人,2,有,无防盗装置,国产,0
2,32,男,已婚,4,公司,2,有,无防盗装置,进口,1252
1.6,30,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,30,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,30,男,已婚,4,私人,2,有,有防盗装置,国产,0
1.8,29,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.8,29,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.2,28,男,已婚,4,私人,2,有,无防盗装置,国产,0
1.4,28,女,已婚,4,私人,2,有,无防盗装置,国产,0
3,26,男,未婚,4,公司,2,有,有防盗装置,国产,0
1,24,男,未婚,4,公司,2,有,无防盗装置,国产,0
1.6,24,男,未婚,4,私人,2,有,无防盗装置,国产,0
1.8,24,男,未婚,4,公司,2,有,有防盗装置,国产,0
1.8,24,男,已婚,4,公司,2,无,无防盗装置,进口,912
1.6,66,男,已婚,4,私人,1,有,无防盗装置,进口,372.4
1.8,63,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.4,62,男,已婚,4,私人,1,有,有防盗装置,进口,496.8
1.6,62,男,已婚,4,私人,1,有,无防盗装置,进口,524
1.8,62,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.6,60,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,58,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,58,男,已婚,4,私人,1,有,有防盗装置,国产,1713.6
2.3,58,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.8,57,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.3,56,男,已婚,4,私人,1,有,无防盗装置,国产,664
1.6,56,男,已婚,4,私人,1,有,有防盗装置,国产,0
1.8,56,男,已婚,4,私人,1,有,无防盗装置,国产,0
2.5,55,男,已婚,4,私人,1,有,无防盗装置,进口,0
1,54,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,54,男,已婚,4,私人,1,有,无防盗装置,国产,782
1.6,54,男,已婚,4,私人,1,无,无防盗装置,国产,1069.8
1.8,54,男,已婚,4,公司,1,有,有防盗装置,进口,0
2,54,男,已婚,4,私人,1,有,无防盗装置,进口,320
1.5,52,男,已婚,4,私人,1,有,无防盗装置,国产,7144
1.6,52,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,52,男,已婚,4,私人,1,有,无防盗装置,进口,0
2,52,男,已婚,4,私人,1,有,无防盗装置,国产,1840
1.6,51,女,已婚,4,公司,1,有,无防盗装置,国产,0
1.8,51,男,已婚,4,政府,1,有,无防盗装置,国产,1071
2.8,51,女,已婚,4,私人,1,有,无防盗装置,进口,0
3,51,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.3,50,女,已婚,4,私人,1,无,无防盗装置,国产,0
1.4,50,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,50,男,已婚,4,私人,1,有,无防盗装置,国产,0
2.8,50,男,已婚,4,私人,1,有,有防盗装置,进口,8090.4
1.6,49,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,49,男,已婚,4,私人,1,有,有防盗装置,进口,0
1.8,49,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,49,男,已婚,4,私人,1,有,无防盗装置,国产,96
2,49,男,已婚,4,私人,1,有,无防盗装置,国产,506.4
2.5,49,男,已婚,4,私人,1,有,有防盗装置,进口,0
1,48,男,已婚,4,私人,1,有,无防盗装置,国产,1225.8
1.6,48,男,已婚,4,私人,1,有,无防盗装置,国产,395.6
1.8,48,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,48,男,已婚,4,私人,1,有,无防盗装置,国产,320
3,48,男,已婚,4,私人,1,有,无防盗装置,进口,985.3
1.6,47,男,已婚,4,公司,1,有,无防盗装置,国产,0
1.6,47,男,已婚,4,公司,1,有,有防盗装置,国产,0
1.6,47,男,已婚,4,私人,1,有,无防盗装置,国产,467.4
1.8,47,女,已婚,4,私人,1,有,无防盗装置,进口,0
1.8,47,男,已婚,4,公司,1,有,有防盗装置,进口,0
1.8,47,男,已婚,4,私人,1,有,有防盗装置,进口,710
1.8,47,男,已婚,4,私人,1,有,有防盗装置,国产,1538
1.8,47,男,已婚,4,私人,1,有,无防盗装置,进口,1990.4
2,47,男,已婚,4,私人,1,无,无防盗装置,国产,0
2,47,男,已婚,4,私人,1,有,有防盗装置,进口,1539.2
3,47,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.5,46,男,已婚,4,私人,1,有,有防盗装置,国产,240
1.6,46,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,46,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.8,46,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,46,男,已婚,4,私人,1,有,无防盗装置,国产,240
2,46,女,已婚,4,私人,1,有,无防盗装置,进口,1792
1.3,45,男,已婚,4,私人,1,有,有防盗装置,进口,0
1.8,45,男,已婚,4,公司,1,有,无防盗装置,国产,0
1.8,45,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,45,男,未婚,4,私人,1,有,有防盗装置,进口,0
2.2,45,男,已婚,4,私人,1,无,无防盗装置,国产,0
1.3,44,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,44,男,已婚,4,私人,1,有,有防盗装置,国产,0
1.6,44,女,已婚,4,私人,1,有,无防盗装置,进口,0
1.6,44,男,已婚,4,私人,1,有,无防盗装置,国产,331.2
2,44,男,已婚,4,私人,1,有,无防盗装置,进口,0
2,44,男,已婚,4,私人,1,有,无防盗装置,进口,818.8
2,44,男,已婚,4,私人,1,有,无防盗装置,进口,2393.6
1.4,43,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,43,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,43,男,已婚,4,私人,1,有,有防盗装置,国产,0
1.8,43,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,43,女,已婚,4,私人,1,有,有防盗装置,进口,0
1.8,43,男,已婚,4,私人,1,有,无防盗装置,进口,456
2,43,男,已婚,4,私人,1,有,有防盗装置,进口,0
1,42,男,已婚,4,私人,1,无,无防盗装置,国产,0
1.4,42,男,已婚,4,私人,1,有,无防盗装置,国产,1362.4
1.4,42,女,已婚,4,私人,1,有,无防盗装置,国产,1760.9
1.5,42,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,42,男,已婚,4,私人,1,有,无防盗装置,国产,1536
1.8,42,男,已婚,4,私人,1,有,无防盗装置,国产,0
2.3,42,男,已婚,4,私人,1,有,无防盗装置,进口,1968.8
2.4,42,女,已婚,4,私人,1,有,无防盗装置,进口,0
2.8,42,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.4,41,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,41,男,已婚,4,私人,1,有,无防盗装置,进口,404.8
1.6,41,女,已婚,4,私人,1,有,有防盗装置,国产,10906
1.8,41,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,41,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.8,41,男,已婚,4,私人,1,有,有防盗装置,国产,0
1.8,41,男,已婚,4,私人,1,有,无防盗装置,国产,1692
1.8,41,男,已婚,4,私人,1,有,无防盗装置,国产,1853.4
2,41,男,已婚,4,私人,1,有,无防盗装置,进口,0
2,41,女,已婚,4,私人,1,有,无防盗装置,进口,0
2,41,男,未婚,4,私人,1,有,无防盗装置,进口,0
2,41,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,41,男,已婚,4,私人,1,有,无防盗装置,进口,1583.6
3,41,男,已婚,4,公司,1,有,无防盗装置,进口,0
1.4,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.4,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.6,40,男,已婚,4,私人,1,无,有防盗装置,国产,320
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,1210.3
1.6,40,男,已婚,4,私人,1,有,无防盗装置,国产,1600.8
1.8,40,女,已婚,4,私人,1,有,无防盗装置,进口,0
1.8,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,40,男,已婚,4,私人,1,无,有防盗装置,国产,0
1.8,40,男,已婚,4,公司,1,有,有防盗装置,国产,0
1.8,40,男,已婚,4,私人,1,有,无防盗装置,国产,797.3
1.8,40,男,已婚,4,私人,1,有,无防盗装置,进口,1148.8
1.8,40,男,已婚,4,私人,1,有,无防盗装置,进口,31920
2,40,男,未婚,4,私人,1,有,有防盗装置,国产,0
2,40,男,已婚,4,私人,1,有,无防盗装置,国产,1297.2
2.3,40,女,已婚,4,私人,1,有,无防盗装置,进口,0
1.4,39,男,已婚,4,公司,1,有,无防盗装置,国产,0
1.5,39,男,已婚,4,私人,1,有,无防盗装置,国产,1400.8
1.6,39,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.6,39,男,已婚,4,私人,1,无,无防盗装置,国产,0
1.6,39,男,已婚,4,私人,1,有,无防盗装置,国产,288
1.6,39,男,已婚,4,私人,1,有,无防盗装置,国产,910.4
1.8,39,女,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,1,有,无防盗装置,国产,0
1.8,39,女,已婚,4,公司,1,无,有防盗装置,国产,0
1.8,39,男,未婚,4,公司,1,有,无防盗装置,国产,0
1.8,39,男,已婚,4,私人,1,有,有防盗装置,国产,160
1.8,39,男,已婚,4,私人,1,有,有防盗装置,国产,2832.2
2,39,男,已婚,4,私人,1,有,有防盗装置,进口,0
2,39,男,已婚,4,私人,1,有,无防盗装置,国产,0
2,39,女,已婚,4,私人,1,有,有防盗装置,进口,400
2,39,男,已婚,4,公司,1,无,有防盗装置,进口,7954.4
2.2,39,男,已婚,4,政府,1,无,无防盗装置,进口,0
2.3,39,男,已婚,4,私人,1,有,无防盗装置,进口,0
2.4,39,男,已婚,4,私人,1,无,有防盗装置,进口,0
2.5,39,男,已婚,4,私人,1,有,有防盗装置,进口,3720
2.8,39,男,已婚,4,私人,1,有,无防盗装置,进口,5288
3,39,男,已婚,4,私人,1,有,无防盗装置,进口,0
1.6,38,男,已婚,4,公司,1,有,无防盗装置,国产,0
1.6,38,女,已婚,4,私人,1,有,无防盗装置,国产,0
