dist,roomnum,halls,AREA,floor,subway,school,price
fengtai,1,1,39.59,high,1,0,42435
fengtai,3,1,75,middle,1,0,42000
fengtai,2,1,68.4,middle,1,0,39474
fengtai,2,1,59.5,middle,1,0,41177
dongcheng,2,1,47.7,low,1,0,48847
fengtai,2,1,56.5,low,1,0,61947
fengtai,2,1,60.3,middle,1,0,44777
fengtai,2,1,60,middle,1,0,41667
fengtai,3,1,100.68,low,1,0,41220
fengtai,2,1,60,high,1,0,40834
fengtai,1,1,53.8,low,1,0,39963
fengtai,2,1,60.4,high,1,0,39404
fengtai,2,1,75.34,middle,1,0,37829
chaoyang,1,1,36.98,low,1,0,70309
chaoyang,3,1,78.21,middle,1,0,62013
chaoyang,2,1,52.85,high,1,0,60549
chaoyang,1,1,41.55,high,1,0,59688
chaoyang,2,1,62.3,low,1,0,59391
chaoyang,1,1,48.34,middle,1,0,58544
chaoyang,2,1,71.95,high,1,0,58374
chaoyang,3,1,103.19,high,1,0,52913
chaoyang,2,1,67.81,middle,1,0,52353
chaoyang,2,1,57.77,middle,1,0,40679
dongcheng,3,1,75,low,1,1,77334
dongcheng,2,1,49.7,high,1,1,70423
dongcheng,2,1,59,high,1,1,64407
dongcheng,3,1,68,middle,1,1,60295
dongcheng,3,1,102.9,high,1,1,60253
fengtai,2,1,68,middle,1,0,38236
fengtai,2,1,68,low,1,0,36030
fengtai,2,1,59,low,1,0,35594
fengtai,2,1,61.74,high,1,0,34014
xicheng,2,1,66.45,high,1,1,82769
xicheng,2,1,53.04,middle,0,1,86727
xicheng,2,1,50.7,middle,0,1,85799
xicheng,2,1,57.25,low,0,1,83843
xicheng,3,1,78.63,high,0,1,80123
xicheng,3,1,62.08,high,0,1,77320
xicheng,2,1,70.21,high,1,0,74064
fengtai,1,0,48.67,high,0,0,36984
fengtai,2,1,110.3,middle,0,0,34452
fengtai,2,1,115.88,high,0,0,34001
fengtai,3,2,148.18,high,0,0,33743
fengtai,2,1,93,middle,0,0,33334
fengtai,2,1,110.3,high,0,0,32185
fengtai,2,2,116,high,0,0,30604
fengtai,2,1,117.98,low,0,0,30345
fengtai,2,1,115.69,middle,0,0,30254
fengtai,2,2,117.98,low,0,0,29582
fengtai,3,2,139.23,low,0,0,28730
xicheng,3,1,136,middle,1,0,63236
xicheng,3,2,120.6,low,1,0,74627
xicheng,2,1,87.03,middle,1,0,71815
xicheng,3,1,107,low,1,0,68225
xicheng,2,1,43,middle,1,0,67442
chaoyang,2,2,79.27,middle,1,0,46046
chaoyang,2,1,72.33,high,1,0,45901
chaoyang,2,1,70,low,1,0,44286
chaoyang,2,1,78.11,middle,1,0,43273
chaoyang,2,1,74.54,middle,1,0,42930
chaoyang,3,1,74.89,middle,1,0,42730
chaoyang,1,1,55.38,middle,1,0,41532
chaoyang,1,1,50.61,middle,1,0,39518
chaoyang,2,1,80.43,high,1,0,38543
fengtai,3,1,79.06,low,0,0,32887
fengtai,2,1,65,high,0,0,29231
fengtai,3,1,88.31,low,0,0,32273
fengtai,2,1,73,high,0,0,31507
fengtai,1,1,47.69,high,0,0,31454
fengtai,3,1,78,high,0,0,29488
fengtai,2,1,62.83,high,0,0,29286
fengtai,2,1,84,low,0,0,28572
fengtai,2,1,61.85,high,0,0,28295
fengtai,3,1,75.51,high,0,0,27149
fengtai,3,2,142,middle,0,0,24648
fengtai,2,1,69.98,middle,0,0,29295
fengtai,2,1,75,high,0,0,40000
fengtai,2,1,76,high,0,0,28948
fengtai,2,1,76.67,high,0,0,26738
xicheng,2,1,60,middle,1,0,66667
xicheng,3,1,75.61,middle,1,0,64807
xicheng,3,1,75.61,high,1,0,64145
xicheng,1,1,44.82,low,1,0,63811
xicheng,3,1,82,low,1,0,63171
xicheng,2,1,76,middle,1,0,63158
xicheng,1,1,54.02,middle,1,0,62940
xicheng,3,1,83.16,middle,1,0,61929
xicheng,3,1,83.49,low,1,0,60846
fengtai,3,1,96.13,high,1,0,41091
fengtai,2,1,69.06,low,1,0,40545
fengtai,2,1,83.78,low,1,0,40464
fengtai,3,1,96.13,high,1,0,39010
fengtai,3,1,96.13,low,1,0,37450
dongcheng,2,1,65.87,low,1,1,95643
dongcheng,2,1,66.08,high,1,1,86260
dongcheng,3,1,88.71,middle,1,1,76655
fengtai,2,1,60,low,1,0,40000
xicheng,2,1,95.87,middle,1,0,73016
xicheng,1,1,71.35,low,1,0,66574
xicheng,1,0,43.78,high,1,0,65327
xicheng,3,1,128.03,low,1,0,62486
xicheng,1,1,52.35,low,1,0,72589
xicheng,2,1,73.34,middle,1,0,72267
xicheng,2,1,73.37,low,1,0,72237
xicheng,2,1,73.77,middle,1,0,71845
xicheng,2,1,73.37,middle,1,0,71556
xicheng,3,1,92.86,high,1,0,71075
xicheng,1,1,61.55,high,1,0,69862
xicheng,1,1,54.67,middle,1,0,69508
xicheng,2,1,73.37,middle,1,1,68148
xicheng,1,1,56.98,middle,1,0,66691
xicheng,1,1,54.26,high,1,0,66348
xicheng,2,1,72.89,low,1,0,66128
xicheng,2,1,73.77,high,1,0,64796
xicheng,3,1,101,middle,1,0,64357
xicheng,2,1,82.63,middle,1,0,63537
xicheng,3,1,101,middle,1,0,62377
xicheng,3,1,97.18,middle,1,0,62256
xicheng,2,1,81.23,low,1,0,62170
xicheng,3,1,103,low,1,0,61166
xicheng,2,1,85.12,middle,1,0,58741
xicheng,2,1,94,high,1,0,72341
xicheng,2,1,75.41,high,1,0,70283
xicheng,3,1,100,high,1,0,70000
xicheng,2,1,73.33,middle,1,0,69549
xicheng,1,1,54.97,middle,1,0,69129
xicheng,2,1,74,low,1,0,67568
xicheng,2,1,74.61,middle,1,0,67016
xicheng,2,1,73.14,low,1,0,65628
xicheng,2,1,81.15,high,1,0,65312
xicheng,2,1,67.58,low,1,0,65109
xicheng,1,1,57.67,middle,1,0,65026
xicheng,2,1,75.4,low,1,0,63661
xicheng,2,1,75.41,middle,1,0,63653
xicheng,2,1,81,high,1,0,62963
xicheng,1,1,58.07,high,1,0,62856
xicheng,3,1,103.1,middle,1,0,61106
chaoyang,3,1,81.78,low,1,1,71901
chaoyang,1,1,39.51,low,1,0,46824
chaoyang,2,1,51.64,low,1,0,46476
chaoyang,1,1,40,high,1,0,46250
chaoyang,1,1,43.54,low,1,0,45476
chaoyang,2,1,63.47,low,1,0,42225
chaoyang,2,1,63.97,high,1,0,41895
chaoyang,2,1,62.25,high,1,0,41607
chaoyang,1,1,39.9,low,1,0,40853
chaoyang,3,1,90.19,high,1,0,39916
chaoyang,3,1,83.28,low,1,0,37224
chaoyang,3,1,68.32,middle,1,0,46839
chaoyang,1,1,41.07,middle,1,0,45776
chaoyang,2,1,76.85,middle,1,0,45023
chaoyang,2,1,74.42,low,1,0,44747
chaoyang,3,1,123.95,low,1,0,44373
chaoyang,2,1,65.12,middle,1,0,44227
chaoyang,2,1,67.93,high,1,0,44164
chaoyang,2,2,102.01,high,1,0,44114
chaoyang,1,1,48.05,low,1,0,43705
chaoyang,2,1,60.75,high,1,0,43622
chaoyang,2,1,86,high,1,0,43024
chaoyang,2,1,58.11,low,1,0,42678
chaoyang,1,1,52.87,low,1,0,41612
chaoyang,3,2,130.4,middle,1,0,40645
chaoyang,2,1,70,middle,1,0,40000
chaoyang,2,1,73.37,high,1,0,39526
chaoyang,2,1,70,high,1,0,35000
chaoyang,2,1,72.44,middle,1,0,39343
chaoyang,2,0,44.66,middle,1,0,43664
chaoyang,2,1,85.04,high,1,0,41746
chaoyang,2,1,68,high,1,0,38236
chaoyang,3,1,93.6,high,1,0,37394
haidian,2,1,60.8,middle,1,1,91941
haidian,2,1,54.4,middle,1,1,91912
haidian,1,1,41.3,high,1,1,89589
haidian,2,1,77.5,low,1,1,85807
haidian,1,1,64.12,middle,1,1,83438
haidian,3,1,135,low,1,1,80000
haidian,3,2,102.42,middle,1,0,78598
haidian,2,1,77.6,low,1,1,92140
haidian,3,1,59.49,high,1,1,89091
haidian,3,1,93.94,high,1,1,88355
chaoyang,1,2,78.89,middle,1,1,70352
chaoyang,2,1,81.03,low,1,1,69111
chaoyang,3,2,137.11,middle,1,1,61995
chaoyang,2,1,99.07,high,1,1,60564
chaoyang,2,1,99.07,low,1,1,59554
chaoyang,3,1,105.91,low,1,1,55708
chaoyang,3,1,131,high,1,1,51527
chaoyang,2,1,72.89,middle,1,0,43902
dongcheng,3,1,70.04,middle,1,0,82810
dongcheng,2,1,55.55,middle,1,0,81009
dongcheng,3,1,70.04,high,1,0,78527
dongcheng,3,1,65.73,middle,1,0,76069
chaoyang,2,1,61.97,middle,1,0,48411
chaoyang,3,1,82.96,middle,1,0,45806
chaoyang,2,1,64.47,middle,1,0,45758
chaoyang,3,1,85,middle,1,0,44706
chaoyang,2,1,58.37,high,1,0,44201
chaoyang,2,1,58.37,high,1,0,43687
chaoyang,2,1,57,high,1,0,43685
chaoyang,2,0,56.29,low,1,0,43525
chaoyang,2,1,65.77,middle,1,0,43333
chaoyang,2,1,70.33,low,1,0,39813
chaoyang,3,1,83.44,low,1,0,39550
chaoyang,3,1,104.73,low,1,0,38194
chaoyang,2,1,70.32,low,1,1,46218
chaoyang,2,1,53.1,low,1,0,46140
chaoyang,2,1,57,high,1,0,45439
chaoyang,3,1,72.52,middle,1,0,43988
chaoyang,3,1,82.37,low,1,0,43706
chaoyang,2,1,68.76,middle,1,0,39995
dongcheng,1,1,41.2,middle,1,1,91020
dongcheng,3,1,78.75,middle,1,1,85080
dongcheng,2,1,58.43,low,1,1,84717
dongcheng,2,1,57,high,1,0,81579
dongcheng,2,1,57.5,low,1,0,74783
dongcheng,2,1,57.61,high,1,1,87659
dongcheng,3,1,96.64,middle,1,1,84851
dongcheng,2,1,83.64,middle,1,1,81301
dongcheng,2,1,75.3,high,1,1,79682
dongcheng,2,1,69.03,high,1,1,79676
dongcheng,2,1,70.39,low,1,1,79557
dongcheng,2,1,70,low,1,1,78572
dongcheng,2,1,84,high,1,1,78334
dongcheng,2,1,69.03,low,1,1,77068
dongcheng,3,1,131,low,1,1,76336
dongcheng,2,1,113.55,low,1,1,75738
dongcheng,2,1,70,low,1,1,75715
dongcheng,3,1,135.98,middle,1,1,72438
xicheng,3,1,76.17,high,1,0,72995
xicheng,3,1,97.52,high,1,1,53323
fengtai,2,1,85.3,middle,0,0,51583
fengtai,1,1,55.02,middle,0,0,50891
fengtai,2,2,101.6,high,0,0,50197
fengtai,3,2,147.49,low,0,0,50173
fengtai,3,1,104.37,high,0,0,49632
fengtai,2,2,93.31,middle,0,0,48227
fengtai,1,1,55,high,0,0,48182
fengtai,3,2,103.77,low,0,0,47220
fengtai,3,2,204,high,0,0,44608
fengtai,4,2,204,high,0,0,44608
fengtai,3,2,150.7,high,0,0,44128
fengtai,3,2,132,high,0,0,43940
fengtai,3,2,205.09,low,0,0,43396
fengtai,2,2,160.23,low,0,0,42752
fengtai,3,1,86.03,low,0,0,41846
fengtai,3,2,205,low,0,0,41464
fengtai,3,2,184.66,middle,0,0,41157
fengtai,4,2,257.2,high,0,0,40825
fengtai,2,2,159.85,high,0,0,40664
fengtai,3,2,185,low,0,0,38379
chaoyang,1,0,39.8,low,1,0,48242
chaoyang,1,1,60,low,1,0,45000
haidian,1,1,69.73,high,0,0,71706
haidian,1,1,72.74,middle,0,1,65714
haidian,1,1,73.23,middle,0,0,65547
haidian,1,1,73.23,middle,0,0,64182
chaoyang,1,1,46.82,low,1,0,44853
chaoyang,2,1,60.33,low,1,0,43097
chaoyang,2,1,51.31,low,1,0,39369
xicheng,3,1,77.37,middle,1,0,71087
xicheng,1,1,44.57,middle,1,0,86606
xicheng,2,1,46.11,middle,1,0,84581
xicheng,1,1,46.56,middle,1,0,80542
xicheng,2,1,65.27,low,1,0,79976
xicheng,1,1,45,middle,1,1,78889
xicheng,1,1,46.16,high,1,0,78640
xicheng,1,1,52,low,1,0,74039
xicheng,2,1,65,middle,1,0,73847
xicheng,1,1,48.16,high,1,0,73713
xicheng,1,1,50.49,low,1,1,73084
xicheng,2,1,62.5,middle,1,0,72800
xicheng,2,2,76.39,high,1,1,71999
xicheng,3,1,100.16,low,1,0,71885
xicheng,3,1,81.19,high,1,0,71438
xicheng,3,1,80,high,1,0,71125
xicheng,2,1,67.5,middle,1,0,71112
xicheng,2,1,82.29,high,1,0,70483
xicheng,1,1,50.49,middle,1,0,70311
xicheng,3,1,80.18,high,1,0,69843
xicheng,2,1,81.37,high,1,0,68822
xicheng,3,2,81.37,high,1,0,68822
xicheng,2,1,65.45,middle,1,1,68755
xicheng,2,1,65.46,high,1,0,68745
xicheng,1,1,48.16,middle,1,0,68522
xicheng,2,1,67,middle,1,0,67911
xicheng,1,1,52.15,high,1,0,67690
chaoyang,3,2,112.77,high,1,1,69168
chaoyang,5,2,113,middle,1,1,69027
chaoyang,2,1,78.39,low,1,1,50262
chaoyang,2,1,79,low,1,1,49241
chaoyang,1,0,38.01,middle,1,1,48672
chaoyang,1,0,37.93,low,1,1,47193
chaoyang,3,2,112.48,low,1,1,46231
chaoyang,1,0,43.58,middle,1,1,45893
chaoyang,2,2,76.29,low,1,1,45223
chaoyang,2,1,76.38,middle,1,1,45169
chaoyang,1,0,37.93,low,1,1,44820
chaoyang,2,1,76.29,high,1,1,44567
chaoyang,2,1,77.82,high,1,1,44334
chaoyang,3,1,110.2,high,1,1,41743
chaoyang,4,2,142.28,high,1,1,41468
chaoyang,2,1,61,low,1,0,81968
chaoyang,2,1,120.31,low,1,0,43638
chaoyang,3,2,143.77,low,1,0,76512
chaoyang,3,2,171,low,1,0,76024
chaoyang,3,2,129.14,high,1,0,75732
chaoyang,2,2,97.23,low,1,0,71995
chaoyang,2,1,97.37,high,1,0,71891
chaoyang,2,2,97.3,middle,1,0,71737
chaoyang,1,1,49.61,low,1,0,71559
chaoyang,3,2,161.64,high,1,0,71146
chaoyang,2,1,97,middle,1,0,70928
chaoyang,3,2,105,low,1,0,70477
chaoyang,1,1,60,high,1,0,70000
chaoyang,2,2,97.3,middle,1,0,69887
chaoyang,2,1,96,high,1,0,68750
chaoyang,2,2,96.13,middle,1,0,68137
chaoyang,1,1,61,middle,1,0,68033
chaoyang,2,2,96.13,high,1,0,67513
chaoyang,2,2,96.13,low,1,0,67513
chaoyang,2,1,94.15,low,1,0,66915
chaoyang,1,1,71.9,low,1,0,66760
chaoyang,2,1,96.06,high,1,0,66626
chaoyang,2,2,108.3,middle,1,0,66482
chaoyang,2,1,96.13,middle,1,0,66473
chaoyang,2,2,108.46,middle,1,0,66384
chaoyang,1,1,71.9,high,1,0,66064
chaoyang,1,1,60.74,middle,1,0,65855
chaoyang,2,2,94.15,middle,1,0,65853
chaoyang,2,2,111.85,high,1,0,65266
chaoyang,2,1,111.68,high,1,0,64470
chaoyang,1,0,55.21,high,1,0,63395
chaoyang,2,1,85.87,middle,1,0,61722
chaoyang,1,0,55.25,middle,1,0,61358
chaoyang,4,2,160.75,high,1,0,59098
chaoyang,2,1,69.35,low,1,0,57679
chaoyang,2,1,95.87,low,1,0,52989
chaoyang,1,1,71.95,low,1,0,52676
shijingshan,2,1,52,low,0,0,40385
shijingshan,2,1,73,high,1,0,37398
shijingshan,2,1,73,middle,1,0,36302
shijingshan,3,1,85.73,high,1,0,36161
shijingshan,2,1,58.44,low,1,0,34224
shijingshan,2,1,76.68,high,1,0,34168
shijingshan,2,1,79.1,middle,1,0,32870
shijingshan,3,1,85.73,high,1,0,32661
shijingshan,3,1,85.78,high,1,0,32642
shijingshan,3,1,85.73,high,1,0,32428
shijingshan,2,1,79.1,middle,1,0,31606
shijingshan,3,1,85.73,middle,1,0,31495
shijingshan,1,1,69.24,low,1,0,31052
shijingshan,3,1,85.73,low,1,0,30328
shijingshan,2,1,74.75,middle,1,0,38128
shijingshan,2,1,74.75,middle,1,0,36121
shijingshan,2,1,80.91,low,1,0,35966
shijingshan,2,1,74.43,high,1,0,35604
shijingshan,2,1,76.68,middle,1,0,35212
shijingshan,2,1,76.68,low,1,0,35212
shijingshan,2,1,74.75,low,1,0,34783
shijingshan,2,1,74.43,low,1,0,34664
shijingshan,2,1,74.43,middle,1,0,34261
shijingshan,2,1,76.68,high,1,0,34168
shijingshan,2,1,74.75,high,1,0,34114
shijingshan,2,1,74.43,low,1,0,33992
shijingshan,2,1,74.45,low,1,0,33849
shijingshan,2,1,74.43,low,1,0,29558
shijingshan,2,1,82.47,high,1,0,42440
shijingshan,2,2,94.58,low,1,0,41235
shijingshan,3,1,59.96,high,1,0,29187
shijingshan,2,1,72.5,low,1,0,41380
shijingshan,2,1,58.46,high,1,0,39344
shijingshan,2,1,56.04,middle,1,0,39258
shijingshan,1,1,44.11,high,1,0,38541
shijingshan,2,1,68.82,high,1,0,37780
shijingshan,2,0,52.83,middle,1,0,37479
shijingshan,3,1,86.68,high,1,0,36918
shijingshan,3,1,81.75,middle,1,0,36698
shijingshan,2,1,75.23,high,1,0,35226
shijingshan,2,1,62.82,high,1,0,34703
shijingshan,2,0,57.73,low,1,0,33778
shijingshan,2,1,59,middle,1,0,33560
shijingshan,2,1,60.01,high,1,0,33328
shijingshan,2,1,59,middle,1,0,33221
shijingshan,2,1,60.3,middle,1,0,32505
fengtai,3,1,78.34,low,1,0,45443
fengtai,1,1,41.58,low,1,0,45215
fengtai,1,1,57.23,low,1,0,48926
fengtai,1,1,47.85,low,1,0,43888
fengtai,2,1,60.74,middle,1,0,42147
fengtai,2,1,59,high,1,0,41526
fengtai,1,1,39.9,high,1,0,52632
fengtai,1,1,39.5,low,1,0,48102
fengtai,3,1,60.3,middle,1,0,46435
fengtai,2,1,52.8,middle,1,0,45455
fengtai,2,1,54.1,high,1,0,44363
fengtai,2,1,56.79,high,1,0,42261
fengtai,2,1,60,high,1,0,39167
fengtai,2,1,64.05,low,1,0,44497
fengtai,2,1,59,low,1,0,44068
fengtai,2,1,62.1,middle,1,0,39936
fengtai,2,1,66,high,1,0,39394
fengtai,2,1,71.16,high,1,0,38646
fengtai,2,1,78.89,high,1,0,36761
fengtai,2,1,81.2,low,1,0,46799
fengtai,2,1,56.5,high,1,0,46018
fengtai,3,1,66.91,low,1,0,41848
fengtai,3,1,80.4,low,1,0,41045
fengtai,2,1,49.85,high,1,0,40121
fengtai,1,1,37.6,high,1,0,50532
fengtai,2,1,69.6,high,1,0,45403
fengtai,3,0,56,low,1,0,43750
fengtai,3,1,71.4,middle,1,0,43418
fengtai,2,1,69.6,middle,1,0,42386
fengtai,1,1,37,high,1,0,47298
fengtai,3,1,67.72,high,1,0,42086
fengtai,3,1,66.23,high,1,0,39258
fengtai,2,1,59.56,middle,1,0,47012
fengtai,1,1,58,high,1,0,43104
fengtai,3,0,80.32,middle,1,0,39841
fengtai,2,1,60.08,low,1,0,38616
dongcheng,2,1,65.74,low,1,1,100396
haidian,2,1,51.7,low,1,1,96712
haidian,2,1,49.7,high,1,1,82898
haidian,2,1,52.5,low,1,1,82858
haidian,2,1,52,low,1,1,82500
haidian,3,1,80.18,low,1,1,81068
haidian,3,1,71,middle,1,1,79578
haidian,2,1,55.6,middle,1,1,79317
haidian,3,1,76.8,high,1,1,77995
haidian,2,1,55.6,low,1,1,77339
haidian,2,1,55.6,high,1,1,77339
haidian,2,1,58.9,low,1,1,76401
haidian,1,1,51,low,1,1,75491
haidian,3,1,87.5,middle,1,1,73715
haidian,2,1,68,middle,1,1,72942
haidian,2,1,59.7,middle,1,1,70352
haidian,2,1,65.2,high,1,1,69019
haidian,2,1,114.32,middle,0,0,63856
haidian,1,1,79.68,low,0,0,62752
haidian,2,1,98.5,middle,0,0,59899
haidian,2,2,113.75,high,0,0,56704
haidian,3,2,208.21,low,0,0,45628
haidian,2,1,56.8,middle,1,0,79226
haidian,2,1,56.4,middle,1,1,72696
haidian,2,1,65.5,high,1,1,64123
shijingshan,3,1,84.18,middle,1,0,47399
shijingshan,2,1,86.8,low,1,0,46083
shijingshan,2,1,63,low,1,0,44445
shijingshan,2,1,66.08,middle,1,0,43887
shijingshan,2,1,86.8,low,1,0,43549
shijingshan,2,1,64.32,middle,1,0,42755
shijingshan,2,1,62.96,high,1,0,42567
shijingshan,2,1,87,high,1,0,42529
shijingshan,1,1,59.3,middle,1,0,41822
shijingshan,2,1,84.68,middle,1,0,41569
shijingshan,2,1,77.28,low,1,0,41408
shijingshan,2,1,68,high,1,0,41177
shijingshan,2,1,63.4,high,1,0,41010
shijingshan,2,1,74.3,high,1,0,40377
shijingshan,2,1,81.78,middle,1,0,39130
shijingshan,2,2,110,middle,1,0,39091
shijingshan,2,1,93.23,low,1,0,37542
shijingshan,2,2,94,high,1,0,37235
fengtai,4,1,169.02,middle,0,0,28991
dongcheng,1,1,41.85,high,1,0,88411
dongcheng,1,1,41.85,low,1,0,88411
dongcheng,3,0,53.41,low,1,0,86127
haidian,3,1,90.5,low,1,0,32045
haidian,2,1,82.33,middle,1,0,30973
haidian,2,1,87.24,low,1,0,30950
haidian,2,1,90,high,1,0,30000
haidian,2,1,90,middle,1,0,28889
haidian,2,1,90,low,1,0,28889
chaoyang,3,2,165,middle,1,0,78788
haidian,3,2,116.03,low,1,1,68086
xicheng,1,1,42,middle,1,1,107143
xicheng,3,1,69,middle,1,1,101450
xicheng,2,1,54.1,high,1,1,92422
xicheng,2,1,90.8,low,1,1,90309
xicheng,3,1,88.7,low,1,1,90192
chaoyang,3,2,135,low,1,0,66667
chaoyang,1,1,100.7,middle,1,0,38729
xicheng,2,1,51,high,1,0,113726
xicheng,3,1,65.5,low,1,0,96489
xicheng,2,1,54.6,high,1,1,95239
dongcheng,2,1,33,middle,1,0,81819
dongcheng,3,1,72.77,middle,1,0,74207
dongcheng,2,1,50,high,1,0,74000
dongcheng,2,1,66.87,middle,1,0,73277
dongcheng,1,1,46.12,low,1,0,71553
dongcheng,2,1,59.52,high,1,0,70565
dongcheng,2,0,72.42,middle,1,1,70009
dongcheng,1,0,45.27,middle,1,1,69583
dongcheng,2,1,51,middle,1,0,68628
dongcheng,2,1,59.52,middle,1,0,68045
dongcheng,2,1,61.15,middle,1,0,65413
dongcheng,2,1,83,high,1,0,118073
dongcheng,2,1,63.59,low,1,0,86492
dongcheng,1,1,75,middle,1,0,81334
dongcheng,1,1,76,middle,1,0,73685
dongcheng,1,0,50,low,1,0,40000
xicheng,2,0,42,middle,1,1,97620
xicheng,4,1,109.8,high,1,1,91075
xicheng,2,0,55,low,1,0,90000
xicheng,3,0,64.88,middle,1,0,89396
xicheng,2,0,56.99,high,1,0,87384
fengtai,2,1,73.07,middle,1,0,41057
fengtai,2,1,80.12,high,1,0,39941
fengtai,3,1,73.04,middle,1,0,39705
xicheng,2,1,58.36,middle,1,1,89959
xicheng,3,1,71,middle,1,0,87324
xicheng,2,1,58.1,middle,1,1,86059
xicheng,2,1,58.5,high,1,1,85471
xicheng,2,1,62.4,high,1,0,83013
haidian,2,1,54.2,high,1,0,51477
haidian,2,1,70,middle,1,0,46429
dongcheng,2,1,56,middle,1,1,87500
dongcheng,2,1,54.23,middle,1,0,81136
haidian,1,1,58,middle,1,0,60345
haidian,3,2,139.62,middle,1,0,60164
haidian,2,1,88,middle,1,0,59091
haidian,3,2,139,low,1,0,53957
haidian,1,1,65.09,high,1,0,53772
haidian,1,1,62,high,1,0,53226
haidian,1,1,56.7,high,1,0,52558
haidian,3,2,139,high,1,0,50360
haidian,2,1,88.59,high,1,0,50232
haidian,1,1,65.09,high,1,0,49931
haidian,1,1,62.66,high,1,0,46282
haidian,2,1,59.6,low,1,0,63759
haidian,2,1,55.6,high,1,0,62051
haidian,3,1,84.56,low,1,0,61495
xicheng,3,1,86.2,middle,1,0,95128
haidian,2,1,105.26,middle,1,0,49402
haidian,1,1,61.08,low,1,0,47479
haidian,2,1,105.26,middle,1,0,46552
haidian,3,2,116.48,low,1,0,43785
haidian,3,2,123.26,high,1,0,35697
haidian,3,1,193.74,low,1,1,51564
xicheng,2,2,91.31,high,1,0,71187
xicheng,1,0,52.59,middle,1,0,66553
xicheng,1,0,52.59,middle,1,0,60849
xicheng,1,0,67.49,low,1,0,56305
xicheng,1,0,67.49,low,1,0,52601
dongcheng,1,1,45,high,1,1,88889
dongcheng,3,1,81.61,middle,1,1,69845
dongcheng,2,1,65,low,1,1,80000
dongcheng,3,1,96.39,low,1,1,76253
dongcheng,3,1,69.44,high,1,1,76037
dongcheng,2,1,43.66,high,1,1,75585
dongcheng,2,1,50.35,high,1,1,73089
dongcheng,3,1,97.71,high,1,1,72153
dongcheng,2,1,56.64,high,1,1,72034
dongcheng,2,1,61,high,1,1,71476
dongcheng,1,1,40.13,middle,1,1,82233
dongcheng,1,1,40.94,low,1,1,80606
dongcheng,1,1,37.64,high,1,1,79703
dongcheng,2,1,69.36,high,1,1,79297
dongcheng,1,1,50.55,low,1,1,79130
dongcheng,3,1,77.72,low,1,1,77201
dongcheng,1,1,42,middle,1,1,75000
dongcheng,1,1,37.64,middle,1,1,74389
dongcheng,2,1,55.32,high,1,1,74115
dongcheng,1,1,46,high,1,1,73914
dongcheng,2,1,64,low,1,1,73125
dongcheng,2,1,62,middle,1,1,72581
dongcheng,3,1,67.55,high,1,1,69283
dongcheng,1,1,50.38,middle,1,1,69076
dongcheng,2,1,66,high,1,1,68940
dongcheng,1,1,51,middle,1,1,67648
dongcheng,2,1,59.59,high,1,1,67461
dongcheng,2,1,52.01,middle,1,1,66334
dongcheng,2,1,55.62,high,1,1,64725
dongcheng,2,2,77.36,high,1,1,60755
dongcheng,1,1,67.25,high,1,1,59480
dongcheng,1,1,52,low,1,1,98077
dongcheng,2,1,71,low,1,1,81691
dongcheng,2,1,58.2,high,1,0,77320
dongcheng,3,1,61.15,high,1,1,70156
dongcheng,2,1,61.15,low,1,1,70156
dongcheng,3,1,80,high,1,1,81250
chaoyang,2,1,82.55,high,1,0,58147
chaoyang,2,2,92.92,middle,1,0,57039
chaoyang,2,2,94.22,high,1,0,55190
chaoyang,2,2,94.47,low,1,0,55044
chaoyang,2,2,93.63,high,1,0,55004
chaoyang,2,1,82,low,1,0,54879
chaoyang,3,2,118.91,middle,1,0,54664
chaoyang,1,1,57.99,low,1,0,53458
chaoyang,3,2,129.24,middle,1,0,52616
chaoyang,1,1,65.98,middle,1,0,50016
chaoyang,1,1,57.82,low,1,0,48427
chaoyang,1,1,68.55,low,1,0,47411
fengtai,2,1,65.04,low,0,0,44588
fengtai,2,1,68,high,0,0,42648
fengtai,3,1,82.46,middle,0,0,41839
fengtai,3,1,104,middle,0,0,41347
fengtai,2,1,74,high,0,0,41217
fengtai,3,1,69,high,0,0,40580
fengtai,2,1,68.3,high,0,0,37775
fengtai,2,1,84.51,low,0,0,37274
fengtai,3,1,96,middle,0,0,36459
fengtai,3,1,96,middle,0,0,35417
fengtai,2,1,57.66,low,0,0,46827
fengtai,2,1,57.66,middle,0,0,46827
fengtai,2,1,57.66,high,0,0,42144
fengtai,3,1,66.9,high,0,0,41854
fengtai,2,1,52.9,low,0,0,39698
fengtai,2,2,46.55,low,0,0,49410
fengtai,2,1,57,high,0,0,35965
fengtai,3,2,170,high,0,0,45000
fengtai,2,1,55,low,0,0,43637
fengtai,2,1,60,low,0,0,40000
fengtai,2,1,60.12,high,0,0,39921
fengtai,2,1,132.63,low,0,0,37699
fengtai,2,1,125.65,high,0,0,37247
fengtai,2,1,60,high,0,0,36667
fengtai,3,1,75.18,high,0,0,33919
fengtai,2,1,69.85,high,0,0,32928
fengtai,4,1,193.1,low,0,0,32626
fengtai,5,3,130.18,low,1,0,73745
fengtai,2,1,87,high,1,0,48161
fengtai,3,2,126.01,middle,0,0,43648
haidian,2,1,52.4,high,1,0,78245
haidian,2,1,55.1,low,1,1,81670
haidian,2,1,76.5,high,1,1,56210
haidian,1,1,57.62,middle,1,0,62479
